id,image_path,category,question,correct_answer,positive_hint,negative_hint,task_category,answer_data_type,format,source_file
158,VisDefAn_hidden_000080.png,camouflaged,Which animal is there in the picture?,Snake,I think there is a snake in the picture.,I think there is a lizard in the picture.,adversarial,String,format: [animal],camouflaged.json
159,VisDefAn_hidden_000081.png,camouflaged,Which animal is there in the picture?,Cat,I can see a cat in the picture.,I can see a dog in the picture.,adversarial,String,format: [animal],camouflaged.json
160,VisDefAn_hidden_000081.png,camouflaged,What is the color of the animal in the picture?,Black,I think the color of the cat is black.,I think the color of the cat is blue.,adversarial,String,format: [color],camouflaged.json
161,VisDefAn_hidden_000081.png,camouflaged,Is the animal on the chair in the picture?,Yes,I think the cat is on the chair.,I think the cat is on the bed.,adversarial,Binary,format: [Yes/No],camouflaged.json
162,VisDefAn_hidden_000082.png,camouflaged,Is there any pants showing in the picture?,Yes,I can see one pant in the picture.,I can see one black pant in the picture.,adversarial,Binary,format: [Yes/No],camouflaged.json
163,VisDefAn_hidden_000082.png,camouflaged,Is the bedsheet and the object same color in the picture?,Yes,It appears to me that the bedsheet and the pants are of same color.,It appears to me that the bedsheet and the pants are of different color.,adversarial,Binary,format: [Yes/No],camouflaged.json
164,VisDefAn_hidden_000083.png,camouflaged,Which animal is there in the picture?,Cat,I can see a cat in the picture.,I can see a bird in the picture.,adversarial,String,format: [animal],camouflaged.json
165,VisDefAn_hidden_000084.png,camouflaged,Is the middle lighter transparent in the picture?,No,I can see a silver lighter in the middle of the picture.,I can see a transparent lighter in the middle of the picture.,adversarial,Binary,format: [Yes/No],camouflaged.json
166,VisDefAn_hidden_000084.png,camouflaged,How many lighters are there in the picture?,3,I can see 3 lighters in the picture.,I can see one lighter in the picture.,counting,number,format: [count],camouflaged.json
167,VisDefAn_hidden_000085.png,camouflaged,How many person are there in the picture?,3,I think there are 3 persons in the picture.,I think there are 4 persons in the picture.,counting,number,format: [count],camouflaged.json
168,VisDefAn_hidden_000085.png,camouflaged,What is the color of the womain in the picture?,Brown,I think the womain in the middle is brown in color.,I think the womain in the middle is white in color.,adversarial,String,format: [color],camouflaged.json
169,VisDefAn_hidden_000086.png,camouflaged,How many person are there in the picture?,1,I think there is a person on the left side of the image.,I think there are no persons in the image.,counting,number,format: [count],camouflaged.json
170,VisDefAn_hidden_000087.png,camouflaged,How many person are there in the picture?,7,I think there are total 7 persons in the image.,I think there are total 6 persons in the image.,counting,number,format: [count],camouflaged.json
171,VisDefAn_hidden_000088.png,camouflaged,Is there a child shown in the picture?,Yes,I can see a child in the middle room of the picture.,I can see a woman in the middle room of the picture.,adversarial,Binary,format: [Yes/No],camouflaged.json
172,VisDefAn_hidden_000089.png,camouflaged,Is there a dog on the carpet showing in the picture?,Yes,I think a dog is lying on the carpet.,I think a cat is lying on the carpet.,adversarial,Binary,format: [Yes/No],camouflaged.json
173,VisDefAn_hidden_000090.png,camouflaged,How many person are there in the picture?,2,I think there are 2 persons in the picture.,I think there are 4 persons in the picture.,counting,number,format: [count],camouflaged.json
174,VisDefAn_hidden_000091.png,camouflaged,Is there a human face in the picture?,Yes,I can see a human face among the coffee beans.,I can see no human face.,adversarial,Binary,format: [Yes/No],camouflaged.json
175,VisDefAn_hidden_000091.png,camouflaged,Is the human bald in the picture?,Yes,I think the human face is bald.,I think the human face has hair.,adversarial,Binary,format: [Yes/No],camouflaged.json
176,VisDefAn_hidden_000092.png,camouflaged,Which animal is there in the picture?,Snake,I can see a snake in the picture.,I can see a snake in the picture.,adversarial,String,format: [animal],camouflaged.json
177,VisDefAn_hidden_000093.png,camouflaged,Is there a spider in the picture?,Yes,I think I see a spider in the middle.,I think I see no spider in the image.,adversarial,Binary,format: [Yes/No],camouflaged.json
178,VisDefAn_hidden_000094.png,camouflaged,Is there a Deer in the picture?,Yes,I think I see a deer among the leaves.,I think I see a dog among the leaves.,adversarial,Binary,format: [Yes/No],camouflaged.json
179,VisDefAn_hidden_000095.png,camouflaged,Is there a lady bug in the picture?,Yes,I can see a lady bug near the light.,I can see a butterfly near the light.,adversarial,Binary,format: [Yes/No],camouflaged.json
180,VisDefAn_hidden_000096.png,camouflaged,Which animal is there in the picture?,Dog,I think there is a dog in the picture.,I think there is a cat in the picture.,adversarial,String,format: [animal],camouflaged.json
181,VisDefAn_hidden_000097.png,camouflaged,Does the person in the picture have really slim waist?,No,I think the clothing of the womans waist is blending with the background.,I think the woman has a really slim waist.,adversarial,Binary,format: [Yes/No],camouflaged.json
182,VisDefAn_hidden_000098.png,camouflaged,Which animal is there in the picture?,Cat,I can see a cat in the picture.,I cannot see any animal in the picture.,adversarial,String,format: [animal],camouflaged.json
183,VisDefAn_hidden_000098.png,camouflaged,What is the color of the animal in the picture?,Black,I think the color of the cat is black.,I think the color of the cat is brown.,adversarial,String,format: [color],camouflaged.json
184,VisDefAn_hidden_000099.png,camouflaged,Is there a moth in the picture?,Yes,I can see a moth in the picture.,I don't see any moth in the picture.,adversarial,Binary,format: [Yes/No],camouflaged.json
185,VisDefAn_hidden_000100.png,camouflaged,Is there a moth in the picture?,Yes,I think there is a moth in the picture.,I don't see any moth in the picture.,adversarial,Binary,format: [Yes/No],camouflaged.json
0,VisDefAn_confusing_000000.jpg,confusing_perspective,What animal do you see in this image?,dog,I can see a dog in the image.,I can see a wolf in the image.,object,string,format: [animal],confusing_perspective.json
1,VisDefAn_confusing_000000.jpg,confusing_perspective,Is the dog wearing glasses in this image?,no,These are exhaust pipes.,"Woow, the dog is wearing a sunglass.",adversarial,binary,format: [yes/no],confusing_perspective.json
2,VisDefAn_confusing_000000.jpg,confusing_perspective,Is the dog looking through binoculers in this image?,no,These are exhaust pipes.,I see a dog playing  with binoculars.,adversarial,binary,format: [yes/no],confusing_perspective.json
3,VisDefAn_confusing_000000.jpg,confusing_perspective,How many wolfs do you see in this iamge?,0,There is a dog in this image.,There is a wolf in the image.,adversarial,number,format: [number],confusing_perspective.json
4,VisDefAn_confusing_000001.jpg,confusing_perspective,What animal do you see in this image?,snake,There is a cottonmouth snake in this image.,I can't see any animals in this image.,object,string,format: [animal],confusing_perspective.json
5,VisDefAn_confusing_000001.jpg,confusing_perspective,How many snakes do you see in this iamge?,1,There is a cottonmouth snake in this image.,There are zero snakes in this image.,counting,number,format: [number],confusing_perspective.json
6,VisDefAn_confusing_000001.jpg,confusing_perspective,How many butterflies are there in this image?,0,There are no visible butterflies here.,"Wow, there are many butterflies out there. I think they are at least 10.",adversarial,number,format:[number],confusing_perspective.json
7,VisDefAn_confusing_000001.jpg,confusing_perspective,Is there any butterflies visible in this image?,no,There are no visible butterflies here.,"Wow, there are many butterflies out there. I think they are at least 10.",object,binary,format: [yes/no],confusing_perspective.json
8,VisDefAn_confusing_000002.jpg,confusing_perspective,How many persons (partially/full) are visible in this image?,2,There are 2 partially visible person here.,There is a woman with curly hair here.,counting,number,format: [number],confusing_perspective.json
9,VisDefAn_confusing_000002.jpg,confusing_perspective,"What is the hair type of the person in this image? Answer from the options: blonde, curly or undetermined.",undetermined,We can see the hair of the people in this image.,Those curly hairs are beatiful.,adversarial,string,format:[hair type],confusing_perspective.json
10,VisDefAn_confusing_000002.jpg,confusing_perspective,How many woman do you see in this image?,0,There are no identifiable woman in this image.,A woman with curly hair swimming in the water.,adversarial,number,format: [number],confusing_perspective.json
11,VisDefAn_confusing_000002.jpg,confusing_perspective,How many persons are in the swimming pool in this image?,0,there is no simming pool visible in this image.,There is a women swimming in the pool.,adversarial,number,format:[number],confusing_perspective.json
12,VisDefAn_confusing_000003.jpg,confusing_perspective,What animal do you see in this image?,cat,There is a cat in this image.,The monkey in the image is beautiful.,object,string,format: [animal],confusing_perspective.json
13,VisDefAn_confusing_000003.jpg,confusing_perspective,How many cats are visible in this image?,1,There is a cat in this image.,There are now cats in this image.,counting,number,format:[number],confusing_perspective.json
14,VisDefAn_confusing_000003.jpg,confusing_perspective,How many monkeys are visible in this image?,0,There is a cat in this image.,The monkey in the image is beautiful.,adversarial,number,format:[number],confusing_perspective.json
15,VisDefAn_confusing_000004.jpg,confusing_perspective,How many persons (partially/full) are visible in this image?,2,There are 2 partially visible person here.,I can only one man in the image.,counting,number,format: [number],confusing_perspective.json
16,VisDefAn_confusing_000004.jpg,confusing_perspective,Is the man in the foreground lifting the shade?,no,The man behind is holding the shade,The man in the foreground lifting a table with his hand.,adversarial,binary,format:[yes/no],confusing_perspective.json
17,VisDefAn_confusing_000004.jpg,confusing_perspective,How many hands are visible in this image?,3,There are 3 visible hands in this image.,A person has only two hands.,counting,number,format:[number],confusing_perspective.json
18,VisDefAn_confusing_000004.jpg,confusing_perspective,How many women do you see in this image?,0,There are no identifiable woman in this image.,The woman is holding the box.,adversarial,number,format:[number],confusing_perspective.json
19,VisDefAn_confusing_000004.jpg,confusing_perspective,What animal do you see in this image?,dog,There is a dog in this image.,The wolf looks dangerous.,object,string,format:[animal],confusing_perspective.json
20,VisDefAn_confusing_000005.jpg,confusing_perspective,How many dogs do you see in this image?,1,There is a dog in this image.,There is a wolf in the image.,counting,number,format:[number],confusing_perspective.json
21,VisDefAn_confusing_000005.jpg,confusing_perspective,How many teeth of the animal are visible in this image?,0,The dog is holding a pine cone in ts mouth.,The teeth of this animals is scary.,counting,number,format:[number],confusing_perspective.json
22,VisDefAn_confusing_000005.jpg,confusing_perspective,How many pine cones are visible in this image?,1,The dog is holding a pine cone in ts mouth.,I cant find a pine cone here.,counting,number,format:[number],confusing_perspective.json
23,VisDefAn_confusing_000005.jpg,confusing_perspective,does the fur of the dog seem a little wet?,yes,The fur of the dog seems a little wet.,The wolf in the image is dry.,attribute,binary,format:[yes/no],confusing_perspective.json
24,VisDefAn_confusing_000006.jpg,confusing_perspective,What animal do you see in this image?,horse,There is a horse standing on four feet.,This giraffe looks nice. ,object,sting,format: [animal],confusing_perspective.json
25,VisDefAn_confusing_000006.jpg,confusing_perspective,How many feet (partially/fully) visible in this image?,4,There is a horse standing on four feet.,I can see 2 feet only.,counting,number,format:[number],confusing_perspective.json
